Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
348,Armaldo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/348.png,348,"rock,bug",3,rock,bug,"Armaldo is a Pokémon species that became extinct in
prehistoric times. This Pokémon is said to have walked
on its hind legs, which would have been more convenient
for life on land.",3
349,Feebas,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/349.png,349,water,3,water,,"While Feebas’s body is in tatters, it has a hardy and tenacious
life force that enables it to live anywhere. However, this
Pokémon is also slow and dimwitted, making it an easy catch.",3
350,Milotic,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/350.png,350,water,3,water,,"Milotic live at the bottom of large lakes. When this
Pokémon’s body glows a vivid pink, it releases a pulsing
wave of energy that brings soothing calm to troubled hearts.",3
351,Castform,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,351,normal,3,normal,,"Castform borrows the power of nature to transform itself
into the guises of the sun, rain, and snow-clouds.
This Pokémon’s feelings change with the weather.",3
352,Kecleon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/352.png,352,normal,3,normal,,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target.",3
353,Shuppet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/353.png,353,ghost,3,ghost,,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people.",3
354,Banette,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png,354,ghost,3,ghost,,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokémon’s energy would escape if it were to ever open
its mouth.",3
355,Duskull,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png,355,ghost,3,ghost,,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers.",3
356,Dusclops,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png,356,ghost,3,ghost,,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding.",3
357,Tropius,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png,357,"grass,flying",3,grass,flying,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokémon
flies by flapping the leaves on its back as if they were wings.",3
358,Chimecho,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png,358,psychic,3,psychic,,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them.",3
359,Absol,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png,359,dark,3,dark,,"Absol has the ability to foretell the coming of natural disasters.
It lives in a harsh, rugged mountain environment. This
Pokémon very rarely ventures down from the mountains.",3
360,Wynaut,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png,360,psychic,3,psychic,,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks.",3
361,Snorunt,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png,361,ice,3,ice,,"Snorunt survives by eating only snow and ice. Old folklore
claims that a house visited by this Pokémon is sure to prosper
for many generations to come.",3
362,Glalie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png,362,ice,3,ice,,"Glalie has the ability to freely control ice. For example, it can
instantly freeze its prey solid. After immobilizing its prey in ice,
this Pokémon enjoys eating it in leisurely fashion.",3
363,Spheal,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png,363,"ice,water",3,ice,water,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea.",3
364,Sealeo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png,364,"ice,water",3,ice,water,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not.",3
365,Walrein,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png,365,"ice,water",3,ice,water,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly.",3
366,Clamperl,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png,366,water,3,water,,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokémon is getting close to evolution.",3
367,Huntail,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png,367,water,3,water,,"Huntail’s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokémon swims by wiggling its slender body
like a snake.",3
368,Gorebyss,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png,368,water,3,water,,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokémon inserts its thin mouth into the prey’s body and drains
the prey of its body fluids.",3
369,Relicanth,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png,369,"water,rock",3,water,rock,"Relicanth is a rare species that was discovered in deep-sea
explorations. This Pokémon’s body withstands the enormous
water pressure of the ocean depths. Its body is covered in
tough scales that are like craggy rocks.",3
370,Luvdisc,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png,370,water,3,water,,"Luvdisc’s heart-shaped body is a symbol of love and romance.
It is said that any couple meeting this Pokémon is promised a
loving relationship that never ends.",3
371,Bagon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png,371,dragon,3,dragon,,"Bagon harbors a never-ending dream of one day soaring high
among the clouds. As if trying to dispel its frustration over its
inability to fly, this Pokémon slams its hard head against huge
rocks and shatters them into pebbles.",3
372,Shelgon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png,372,dragon,3,dragon,,"Covering Shelgon’s body are outgrowths much like bones.
The shell is very hard and bounces off enemy attacks.
When awaiting evolution, this Pokémon hides away in a cavern.",3
373,Salamence,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png,373,"dragon,flying",3,dragon,flying,"By evolving into Salamence, this Pokémon finally
realizes its long-held dream of growing wings. To express
its joy, it flies and wheels all over the sky while spouting
flames from its mouth.",3
374,Beldum,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png,374,"steel,psychic",3,steel,psychic,"Beldum keeps itself floating by generating a magnetic force
that repels earth’s natural magnetism. When it sleeps, this
Pokémon anchors itself to a cliff using the hooks on its rear.",3
375,Metang,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png,375,"steel,psychic",3,steel,psychic,"When two Beldum fuse together, Metang is formed.
The brains of the Beldum are joined by a magnetic
nervous system. This Pokémon turns its arms to the
rear for traveling at high speed.",3
376,Metagross,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png,376,"steel,psychic",3,steel,psychic,"Metagross is the result of two Metang achieving fusion.
When hunting, this Pokémon pins the prey to the ground under
its massive body. It then eats the helpless victim using the
large mouth on its stomach.",3
377,Regirock,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png,377,rock,3,rock,,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations.",3
378,Regice,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png,378,ice,3,ice,,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma.",3
379,Registeel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png,379,steel,3,steel,,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth.",3
380,Latias,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png,380,"dragon,psychic",3,dragon,psychic,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance.",3
381,Latios,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png,381,"dragon,psychic",3,dragon,psychic,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.",3
382,Kyogre,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png,382,water,3,water,,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.",3
383,Groudon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png,383,ground,3,ground,fire,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.",3
384,Rayquaza,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png,384,"dragon,flying",3,dragon,flying,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve.",3
385,Jirachi,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png,385,"steel,psychic",3,steel,psychic,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire.",3
386,Deoxys Normal,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,386,psychic,3,psychic,,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.",3
387,Turtwig,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png,387,grass,4,grass,,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty.",4
388,Grotle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png,388,grass,4,grass,,"It knows where pure water wells up. It carries fellow
Pokémon there on its back.",4
389,Torterra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png,389,"grass,ground",4,grass,ground,"Small Pokémon occasionally gather on its unmoving
back to begin building their nests.",4
390,Chimchar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png,390,fire,4,fire,,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick.",4
391,Monferno,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png,391,"fire,fighting",4,fire,fighting,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon.",4
392,Infernape,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png,392,"fire,fighting",4,fire,fighting,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style.",4
393,Piplup,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png,393,water,4,water,,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold.",4
394,Prinplup,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png,394,water,4,water,,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees.",4
395,Empoleon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png,395,"water,steel",4,water,steel,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns.",4
396,Starly,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png,396,"normal,flying",4,normal,flying,"They flock around mountains and fields, chasing
after bug Pokémon. Their singing is noisy
and annoying.",4
397,Staravia,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png,397,"normal,flying",4,normal,flying,"It lives in forests and fields. Squabbles over
territory occur when flocks collide.",4
398,Staraptor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png,398,"normal,flying",4,normal,flying,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings.",4
399,Bidoof,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png,399,normal,4,normal,,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water.",4
400,Bibarel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png,400,"normal,water",4,normal,water,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker.",4
401,Kricketot,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png,401,bug,4,bug,,"When its antennae hit each other, it sounds like the
music of a xylophone.",4
402,Kricketune,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png,402,bug,4,bug,,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns.",4
403,Shinx,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png,403,electric,4,electric,,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded.",4
404,Luxio,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png,404,electric,4,electric,,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes.",4
405,Luxray,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png,405,electric,4,electric,,"Luxray’s ability to see through objects comes in
handy when it’s scouting for danger.",4
406,Budew,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png,406,"grass,poison",4,grass,poison,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen.",4
407,Roserade,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png,407,"grass,poison",4,grass,poison,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns.",4
408,Cranidos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png,408,rock,4,rock,,"A lifelong jungle dweller from 100 million years
ago, it would snap obstructing trees with headbutts.",4
409,Rampardos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png,409,rock,4,rock,,"Its skull is as hard as iron. It is a brute that tears
down jungle trees while catching prey.",4
410,Shieldon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png,410,"rock,steel",4,rock,steel,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face.",4
411,Bastiodon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png,411,"rock,steel",4,rock,steel,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries.",4
412,Burmy,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,412,bug,4,bug,,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby.",4
413,Wormadam,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,413,"bug,grass",4,bug,steel,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed.",4
414,Mothim,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png,414,"bug,flying",4,bug,flying,"It flutters around at night and steals honey from
the Combee hive.",4
415,Combee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png,415,"bug,flying",4,bug,flying,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep.",4
416,Vespiquen,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png,416,"bug,flying",4,bug,flying,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee.",4
417,Pachirisu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png,417,electric,4,electric,,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity.",4
418,Buizel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png,418,water,4,water,,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on.",4
419,Floatzel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png,419,water,4,water,,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft.",4
420,Cherubi,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png,420,grass,4,grass,,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients.",4
421,Cherrim,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png,421,grass,4,grass,,"If it senses strong sunlight, it opens its folded
petals to absorb the sun’s rays with its whole body.",4
422,Shellos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png,422,water,4,water,,"Its shape and coloration vary, depending on
its habitat.",4
423,Gastrodon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png,423,"water,ground",4,water,ground,"It apparently had a huge shell for protection in
ancient times. It lives in shallow tidal pools.",4
424,Ambipom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png,424,normal,4,normal,,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now.",4
425,Drifloon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png,425,"ghost,flying",4,ghost,flying,"These Pokémon are called the “Signpost for
Wandering Spirits.” Children holding them
sometimes vanish.",4
426,Drifblim,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png,426,"ghost,flying",4,ghost,flying,"It’s drowsy in daytime, but flies off in the evening in
big groups. No one knows where they go.",4
427,Buneary,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png,427,normal,4,normal,,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur.",4
428,Lopunny,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png,428,normal,4,normal,fighting,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs.",4
429,Mismagius,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png,429,ghost,4,ghost,,"Its cries sound like incantations to torment the foe.
It appears where you least expect it.",4
430,Honchkrow,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png,430,"dark,flying",4,dark,flying,"Becoming active at night, it is known to swarm with
numerous Murkrow in tow.",4
431,Glameow,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/431.png,431,normal,4,normal,,"When it’s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon.",4
432,Purugly,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/432.png,432,normal,4,normal,,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails.",4
433,Chingling,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/433.png,433,psychic,4,psychic,,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound.",4
434,Stunky,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/434.png,434,"poison,dark",4,poison,dark,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours.",4
435,Skuntank,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/435.png,435,"poison,dark",4,poison,dark,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester.",4
436,Bronzor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/436.png,436,"steel,psychic",4,steel,psychic,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related.",4
437,Bronzong,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/437.png,437,"steel,psychic",4,steel,psychic,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow.",4
438,Bonsly,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/438.png,438,rock,4,rock,,"It prefers an arid atmosphere. It leaks water that
looks like tears when adjusting its moisture level.",4
439,Mime Jr.,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/439.png,439,"psychic,fairy",4,psychic,fairy,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokémon.",4
440,Happiny,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/440.png,440,normal,4,normal,,"It carefully carries a round, white rock that it thinks
is an egg. It’s bothered by how curly its hair looks.",4
441,Chatot,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/441.png,441,"normal,flying",4,normal,flying,"It can learn and speak human words. If they gather,
they all learn the same saying.",4
442,Spiritomb,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/442.png,442,"ghost,dark",4,ghost,dark,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago.",4
443,Gible,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/443.png,443,"dragon,ground",4,dragon,ground,"It nests in small, horizontal holes in cave walls.
It pounces to catch prey that stray too close.",4
444,Gabite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/444.png,444,"dragon,ground",4,dragon,ground,"As it digs to expand its nest, it habitually digs up
gems that it then hoards in its nest.",4
445,Garchomp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png,445,"dragon,ground",4,dragon,ground,"It flies at speeds equal to a jet fighter plane.
It never allows its prey to escape.",4
446,Munchlax,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/446.png,446,normal,4,normal,,"It conceals food under the long fur on its body.
It carts around this food stash and swallows it
without chewing.",4
447,Riolu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/447.png,447,fighting,4,fighting,,"The aura that emanates from its body intensifies to
alert others if it is afraid or sad.",4
448,Lucario,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png,448,"fighting,steel",4,fighting,steel,"By reading the auras of all things, it can tell how
others are feeling from over half a mile away.",4
449,Hippopotas,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/449.png,449,ground,4,ground,,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet.",4
450,Hippowdon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/450.png,450,ground,4,ground,,"It blasts internally stored sand from ports on its
body to create a towering twister for attack.",4
451,Skorupi,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/451.png,451,"poison,bug",4,poison,bug,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison.",4
452,Drapion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/452.png,452,"poison,dark",4,poison,dark,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison.",4
453,Croagunk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/453.png,453,"poison,fighting",4,poison,fighting,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab.",4
454,Toxicroak,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/454.png,454,"poison,fighting",4,poison,fighting,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal.",4
455,Carnivine,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/455.png,455,grass,4,grass,,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down.",4
456,Finneon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/456.png,456,water,4,water,,"After long exposure to sunlight, the patterns on its
tail fins shine vividly when darkness arrives.",4
457,Lumineon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/457.png,457,water,4,water,,"To avoid detection by predators, it crawls along the
seafloor using the two fins on its chest.",4
458,Mantyke,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/458.png,458,"water,flying",4,water,flying,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back.",4
459,Snover,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/459.png,459,"grass,ice",4,grass,ice,"In the spring, it grows berries with the texture of
frozen treats around its belly.",4
460,Abomasnow,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png,460,"grass,ice",4,grass,ice,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards.",4
461,Weavile,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/461.png,461,"dark,ice",4,dark,ice,"They live in cold regions, forming groups of four or
five that hunt prey with impressive coordination.",4
462,Magnezone,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/462.png,462,"electric,steel",4,electric,steel,"It evolved from exposure to a special magnetic
field. Three units generate magnetism.",4
463,Lickilicky,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/463.png,463,normal,4,normal,,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate.",4
464,Rhyperior,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/464.png,464,"ground,rock",4,ground,rock,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times.",4
465,Tangrowth,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/465.png,465,grass,4,grass,,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes.",4
466,Electivire,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/466.png,466,electric,4,electric,,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power.",4
467,Magmortar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/467.png,467,fire,4,fire,,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles.",4
468,Togekiss,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/468.png,468,"fairy,flying",4,fairy,flying,"It shares many blessings with people who respect
one another’s rights and avoid needless strife.",4
469,Yanmega,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/469.png,469,"bug,flying",4,bug,flying,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced.",4
470,Leafeon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/470.png,470,grass,4,grass,,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air.",4
471,Glaceon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/471.png,471,ice,4,ice,,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire.",4
472,Gliscor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/472.png,472,"ground,flying",4,ground,flying,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest.",4
473,Mamoswine,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/473.png,473,"ice,ground",4,ice,ground,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age.",4
474,Porygon-Z,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/474.png,474,normal,4,normal,,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error...",4
475,Gallade,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png,475,"psychic,fighting",4,psychic,fighting,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows.",4
476,Probopass,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/476.png,476,"rock,steel",4,rock,steel,"It freely controls three small units called Mini-Noses
using magnetic force.",4
477,Dusknoir,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/477.png,477,ghost,4,ghost,,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there.",4
478,Froslass,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/478.png,478,"ice,ghost",4,ice,ghost,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass.",4
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,479,"electric,ghost",4,electric,grass,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc.",4
480,Uxie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/480.png,480,psychic,4,psychic,,"It is said that its emergence gave humans the
intelligence to improve their quality of life.",4
481,Mesprit,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/481.png,481,psychic,4,psychic,,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface.",4
482,Azelf,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/482.png,482,psychic,4,psychic,,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg.",4
483,Dialga,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/483.png,483,"steel,dragon",4,steel,dragon,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity.",4
484,Palkia,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/484.png,484,"water,dragon",4,water,dragon,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology.",4
485,Heatran,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/485.png,485,"fire,steel",4,fire,steel,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves.",4
